name,price,rating,nb_ratings,link,scrape_date
"𝗔𝗪𝗗-𝗜𝗧 | PC Gamer, Ordinateur de Bureau, PC Gaming - Processeur Intel 11400F • NVIDIA RTX 3060 12 Go • RAM DDR4 16 Go • SSD 240 Go • HDD 1 to • WiFi • Tour PC Gamer Windows 11",829.0,3.8,382,https://www.amazon.fr/Ordinateur-Bureau-AWD-Gaming-Processeur/dp/B07RY3VF2V/ref=sr_1_42?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-42,2023-08-24 01:36:06
"Zotac Carte Graphique Gaming GeForce RTX 3060 Twin Edge OC 12 Go GDDR6 192 Bits 15 Gbit/s PCIE 4.0, Refroidissement IceStorm 2.0, contrôle Actif du Ventilateur, Freeze Fan Stop ZT-A30600H-10M",352.85,4.7,3128,https://www.amazon.fr/Refroidissement-IceStorm-Commande-Ventilateur-ZT-A30600H-10M/dp/B08W8DGK3X/ref=sr_1_43?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-43,2023-08-24 01:36:06
"MSI Katana 15 B12VFK-241XFR : Intel Core i5 12450H - 16GB DDR5 - SSD 512GB - Nvidia RTX4060 8GB - 15.6"" Full HD 144Hz - Free Dos (sans System) - Clavier Azerty rétroeclairé",1199.0,5.0,1,https://www.amazon.fr/MSI-Katana-15-B12VFK-241XFR-r%C3%A9troeclair%C3%A9/dp/B0C2VCQHH1/ref=sr_1_44?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-44,2023-08-24 01:36:07
"Dell Inspiron G15 5510 Portable Gamer Intel Core i5-10200H 15,6"" Full HD 120Hz 8Go RAM SSD 512 Go NVIDIA GeForce RTX 3050 Ti 4Go Windows 10 Home Clavier AZERTY Français rétroéclairé",,4.3,60,https://www.amazon.fr/Dell-Inspiron-Portable-i5-10200H-r%C3%A9tro%C3%A9clair%C3%A9/dp/B0968RW6YY/ref=sr_1_45?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-45,2023-08-24 01:36:07
"Dell G15 5511 Intel Core i5-11400H Portable Gaming 15.6"" Full HD Black 8Go de RAM SSD de 512Go NVIDIA GeForce RTX 3050 Ti Windows 11H Home Clavier AZERTY Français",,4.0,19,https://www.amazon.fr/Dell-i5-11400H-Portable-GeForce-Fran%C3%A7ais/dp/B0B6XWQC5Z/ref=sr_1_46?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-46,2023-08-24 01:36:07
"Acer Aspire 3 A317-53-51AE Ordinateur Portable 17,3'' FHD, PC Portable (Intel Core i5-1135G7, RAM 8 Go, SSD 512 Go, Intel Iris Xe Graphics, Windows 11) - Clavier AZERTY (Français), Laptop Gris",549.99,4.2,39,https://www.amazon.fr/Acer-A317-53-51AE-Ordinateur-Portable-i5-1135G7/dp/B081V8GXCV/ref=sr_1_47?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-47,2023-08-24 01:36:07
"HP Envy 17-cr0000sf PC Portable 17.3"" FHD (Intel Core i7-1260P, RAM 16 Go, SSD 1 To, AZERTY, Windows 11 Famille) Argent naturel",1099.0,4.3,24,https://www.amazon.fr/HP-17-cr0000sf-Portable-i7-1260P-Windows/dp/B0BB38RM7T/ref=sr_1_48?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-48,2023-08-24 01:36:07
"Razer Blade 17 - PC Portable Gaming FHD 360 Intel i7 11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 1TB SSD- Clavier AZERTY Chroma RGB",3309.98,3.8,12,https://www.amazon.fr/Razer-Ordinateur-portable-Gaming-FHD-360HZ/dp/B0999PT766/ref=sr_1_49?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-49,2023-08-24 01:36:07
"Memory PC Gamer (Intel Core i7-12700F 12x 4.90 GHz, 16 Go DDR4 RAM 3000 MHz, 240 Go SSD + 2000 Go HDD, NVIDIA GeForce RTX 3060 12Go 4K)",1049.0,4.2,655,https://www.amazon.fr/Memory-PC-i7-12700F-NVIDIA-GeForce/dp/B0B4SQ73ZK/ref=sr_1_50?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-50,2023-08-24 01:36:07
"MSI GF63 Thin 11SC-1058FR : Intel Core I5-11400H - 8GB DDR4 - SSD 512GB NvMe - Nvidia GTX1650 4GB - 15,6"" Full HD 144Hz - Windows 11 Famille - Clavier Azerty (Français) et retroeclairé (Rouge)",,4.2,45,https://www.amazon.fr/MSI-GF63-Thin-11SC-1058FR-retroeclair%C3%A9/dp/B0BB7YRKPD/ref=sr_1_51?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-51,2023-08-24 01:36:07
"MSI Crosshair 15 C12VF-434FR : Intel Core I5 12450H - 16GB DDR5 - 512GB SSD - Nvidia RTX4060 - 15,6' Full HD 144Hz - Windows 11 Famille - Clavier Azerty FR - Ordinateur Portable Gaming",1069.0,4.4,66,https://www.amazon.fr/MSI-Crosshair-15-C12VF-434FR-Ordinateur/dp/B0BR425QVT/ref=sr_1_52?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-52,2023-08-24 01:36:07
"ASUS TUF A17-TUF707NV-HX015W PC Portable Gamer 17"" Full HD 144Hz (AMD Ryzen 7-7735HS, GeForce RTX 4060, 16G RAM, 512Go PCIe SSD) Windows 11 Clavier Rétroéclairé AZERTY Français RGB 1 Zone",1399.99,4.0,1,https://www.amazon.fr/ASUS-TUF-A17-TUF707NV-HX015W-Portable-R%C3%A9tro%C3%A9clair%C3%A9/dp/B0BY9KVC37/ref=sr_1_53?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=1ZCIO8Q4F9QOD&keywords=Laptop+RTX+3060&qid=1692833757&sprefix=laptop+rtx+3060%2Caps%2C72&sr=8-53,2023-08-24 01:36:07
MSI Raider GE68HX 13VF-007FR : Intel Core i7 13700HX - 32GB ddr5 - SSD 1TB - Nvidia RTX4060 8GB - 16' QHD 240Hz - Windows 11 Professionnel - Clavier Azerty retroeclairé,2699.0,,,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTozNDY4NTc5MTgxMzE3NTk5OjE2OTI4MzM3NTc6c3BfYnRmOjIwMTUzOTY3MTM1ODk4OjowOjo&url=%2FMSI-Raider-GE68HX-13VF-007FR-Professionnel%2Fdp%2FB0BVKYBD53%2Fref%3Dsr_1_54_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1ZCIO8Q4F9QOD%26keywords%3DLaptop%2BRTX%2B3060%26qid%3D1692833757%26sprefix%3Dlaptop%2Brtx%2B3060%252Caps%252C72%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 01:36:07
MSI GS66 Stealth 10UE-214FR : Intel Core i7 10870H - 16GB DDR4 - SSD 1TB Nvme - Nvidia RTX3060 6GB - 15.6' Full HD 300Hz - Windows 10 Famille,1899.0,,,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTozNDY4NTc5MTgxMzE3NTk5OjE2OTI4MzM3NTc6c3BfYnRmOjIwMTUzOTY3MTMxMTk4OjowOjo&url=%2FMSI-GS66Stealth10UE-214FR-GS66-Stealth-10UE-214FR%2Fdp%2FB08R3Y9HTS%2Fref%3Dsr_1_55_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1ZCIO8Q4F9QOD%26keywords%3DLaptop%2BRTX%2B3060%26qid%3D1692833757%26sprefix%3Dlaptop%2Brtx%2B3060%252Caps%252C72%26sr%3D8-55-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 01:36:07
MSI Creator Z16 A12UET-002FR : Core i7 12700H - 16GB - SSD 512TB - RTX3060 6GB - 16' QHD 120Hz Tactile - WDS 11 Famille Noir,1699.0,,,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTozNDY4NTc5MTgxMzE3NTk5OjE2OTI4MzM3NTc6c3BfYnRmOjIwMDg3MjQyODkzNzk4OjowOjo&url=%2FMSI-Creator-Z16-A12UET-002FR-RTX3060%2Fdp%2FB09RVVN6HP%2Fref%3Dsr_1_56_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1ZCIO8Q4F9QOD%26keywords%3DLaptop%2BRTX%2B3060%26qid%3D1692833757%26sprefix%3Dlaptop%2Brtx%2B3060%252Caps%252C72%26sr%3D8-56-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 01:36:08
"MSI Creator Z17 A12UHST-014FR : Core I9 12900H - 64GB DDR5 - SSD 4 to - RTX3080Ti 16GB - 17,3"" QHD 165Hz Tactile - WDS 11 Pro Gris Lunair",4099.0,,,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTozNDY4NTc5MTgxMzE3NTk5OjE2OTI4MzM3NTc6c3BfYnRmOjIwMTUzOTY3MTQwMzk4OjowOjo&url=%2FMSI-Creator-Z17-A12UHST-014FR-RTX3080Ti%2Fdp%2FB09RVXN18R%2Fref%3Dsr_1_57_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1ZCIO8Q4F9QOD%26keywords%3DLaptop%2BRTX%2B3060%26qid%3D1692833757%26sprefix%3Dlaptop%2Brtx%2B3060%252Caps%252C72%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 01:36:08
"MSI Katana 17 B12VGK-044FR : Intel Core i7 12650H - 16GB ddr5 - SSD 1TB - Nvidia RTX4070 8GB - 17,3' Full HD 144Hz - Windows 11 Famille - Clavier Azerty retroeclairé",1749.0,5.0,1,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTozNDY4NTc5MTgxMzE3NTk5OjE2OTI4MzM3NTc6c3BfYnRmOjIwMTUzOTY3MTM2NTk4OjowOjo&url=%2FMSI-Katana-17-B12VGK-044FR-retroeclair%25C3%25A9%2Fdp%2FB0BVKY8XSJ%2Fref%3Dsr_1_58_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1ZCIO8Q4F9QOD%26keywords%3DLaptop%2BRTX%2B3060%26qid%3D1692833757%26sprefix%3Dlaptop%2Brtx%2B3060%252Caps%252C72%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 01:36:08
"MSI Katana GF76 12SC-069FR Dragon Station : Core i7 12700H - 32GB - SSD 1TB - Nvidia GTX1650 4GB - 17,3' FHD 144Hz - Windows 11 Professionnel - Garantie 3 Ans - Clavier Azerty (retroeclairé)",1649.0,,,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTozNDY4NTc5MTgxMzE3NTk5OjE2OTI4MzM3NTc6c3BfYnRmOjIwMTUzOTY3MTU1OTk4OjowOjo&url=%2FMSI-Katana-12SC-069FR-Dragon-Station%2Fdp%2FB0B1Q9CC1B%2Fref%3Dsr_1_59_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1ZCIO8Q4F9QOD%26keywords%3DLaptop%2BRTX%2B3060%26qid%3D1692833757%26sprefix%3Dlaptop%2Brtx%2B3060%252Caps%252C72%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 01:36:08
"MSI GE76 Raider 12UH-097FR : Core i7 12700H - 32GB DDR5 - SSD 1TB - RTX3080 8GB - 17,3' FHD 360Hz - WDS 11 Famille",2199.0,,,https://www.amazon.fr/sspa/click?ie=UTF8&spc=MTozNDY4NTc5MTgxMzE3NTk5OjE2OTI4MzM3NTc6c3BfYnRmOjIwMTUzOTY3MTM1NDk4OjowOjo&url=%2FMSI-GE76-Raider-12UH-097FR-RTX3080%2Fdp%2FB09RVWHK9Q%2Fref%3Dsr_1_60_sspa%3F__mk_fr_FR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1ZCIO8Q4F9QOD%26keywords%3DLaptop%2BRTX%2B3060%26qid%3D1692833757%26sprefix%3Dlaptop%2Brtx%2B3060%252Caps%252C72%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2023-08-24 01:36:08
